0.000000000000000000e+00, 9.611090203738247018e-02
1.000000000000000000e+00, 1.090109182325241788e-01
2.000000000000000000e+00, 8.634722611453073127e-02
3.000000000000000000e+00, 6.645990765837671288e-02
4.000000000000000000e+00, 6.001852369011413668e-02
5.000000000000000000e+00, 4.365453096989248272e-02
6.000000000000000000e+00, 2.687395946618337944e-02
7.000000000000000000e+00, 1.331189684302457391e-02
8.000000000000000000e+00, 2.751503682775928005e-03
9.000000000000000000e+00, 4.641806710687980744e-03
1.000000000000000000e+01, 6.501058457699913223e-03
1.100000000000000000e+01, 6.727632859546309879e-03
1.200000000000000000e+01, 6.488478836133009832e-03
1.300000000000000000e+01, 4.652123313687579580e-03
1.400000000000000000e+01, 2.902871615779502486e-03
1.500000000000000000e+01, 2.767711872745496487e-03
1.600000000000000000e+01, 2.314576197484949881e-03
1.700000000000000000e+01, 1.727732358799392376e-03
1.800000000000000000e+01, 1.946081568791577752e-03
1.900000000000000000e+01, 2.225877249582644719e-03
2.000000000000000000e+01, 1.546147878665116247e-03
2.100000000000000000e+01, 1.743699687623132726e-04
2.200000000000000000e+01, 6.904124533047116411e-04
2.300000000000000000e+01, 4.016702946581710942e-04
2.400000000000000000e+01, 1.476865138335938790e-03
2.500000000000000000e+01, 6.301276790109841021e-03
2.600000000000000000e+01, 1.974847302885153477e-02
2.700000000000000000e+01, 3.805451000832364705e-02
2.800000000000000000e+01, 4.139971339681687568e-02
2.900000000000000000e+01, 2.578836610529013779e-02
3.000000000000000000e+01, 1.112680986461371362e-02
3.100000000000000000e+01, 5.537182389455572694e-03
3.200000000000000000e+01, 2.394811075921561734e-03
3.300000000000000000e+01, 1.047303359009415808e-03
3.400000000000000000e+01, 1.118566026667057109e-03
3.500000000000000000e+01, 1.135189196016262022e-03
3.600000000000000000e+01, 1.347001561470826878e-03
3.700000000000000000e+01, 1.467087805568069447e-03
3.800000000000000000e+01, 1.158323852779012068e-03
3.900000000000000000e+01, 6.484211357173708720e-04
4.000000000000000000e+01, 4.761383979148608113e-04
4.100000000000000000e+01, 3.846797403211070108e-04
4.200000000000000000e+01, 4.655202687793916758e-04
4.300000000000000000e+01, 7.975986816366663302e-04
4.400000000000000000e+01, 9.355326515471275436e-04
4.500000000000000000e+01, 7.211576203602577863e-04
4.600000000000000000e+01, 2.489510680442698397e-04
4.700000000000000000e+01, 3.526011916521081045e-04
4.800000000000000000e+01, 5.947986939645180183e-04
4.900000000000000000e+01, 5.284031201375951736e-04
5.000000000000000000e+01, 4.293015491240702590e-04
5.100000000000000000e+01, 5.155472302686369378e-04
5.200000000000000000e+01, 8.391564684836694743e-04
5.300000000000000000e+01, 1.056961998580764877e-03
5.400000000000000000e+01, 1.338629170798265105e-03
5.500000000000000000e+01, 1.229623731794046802e-03
5.600000000000000000e+01, 1.591153771219897504e-03
5.700000000000000000e+01, 1.479461909785652254e-03
5.800000000000000000e+01, 1.082367277433237069e-03
5.900000000000000000e+01, 9.858800355815788754e-04
6.000000000000000000e+01, 1.040072316066545507e-03
6.100000000000000000e+01, 9.483592128146950840e-04
6.200000000000000000e+01, 8.093858200878230932e-04
6.300000000000000000e+01, 7.056159664982537567e-04
6.400000000000000000e+01, 3.895572639093294052e-04
6.500000000000000000e+01, 5.098651766709490002e-04
6.600000000000000000e+01, 9.961989849953032088e-04
6.700000000000000000e+01, 7.131818010523574905e-04
6.800000000000000000e+01, 7.864057906603369019e-04
6.900000000000000000e+01, 9.315449625090435745e-04
7.000000000000000000e+01, 7.041559011170698884e-04
7.100000000000000000e+01, 5.231420292285710472e-04
7.200000000000000000e+01, 4.300261733524826159e-04
7.300000000000000000e+01, 3.815229115193489030e-04
7.400000000000000000e+01, 4.255351667565313782e-04
7.500000000000000000e+01, 3.741070799046008273e-04
7.600000000000000000e+01, 8.658078053782234350e-04
7.700000000000000000e+01, 1.053298615028361827e-03
7.800000000000000000e+01, 9.286804142229141941e-04
7.900000000000000000e+01, 7.988135358219433440e-04
8.000000000000000000e+01, 7.240059449416539001e-04
8.100000000000000000e+01, 5.452868152016430298e-04
8.200000000000000000e+01, 5.619611137549800810e-04
8.300000000000000000e+01, 1.331523615342489891e-03
8.400000000000000000e+01, 2.275169597896246464e-03
8.500000000000000000e+01, 1.935718107521157676e-03
8.600000000000000000e+01, 9.047978682068211513e-04
8.700000000000000000e+01, 1.795495268261503756e-03
8.800000000000000000e+01, 2.462800210879551033e-03
8.900000000000000000e+01, 2.811335274186078665e-03
9.000000000000000000e+01, 2.495730645533556554e-03
9.100000000000000000e+01, 1.544776009523109823e-03
9.200000000000000000e+01, 6.985248175827672842e-04
9.300000000000000000e+01, 2.185063963458688970e-04
9.400000000000000000e+01, 1.456050831652019244e-04
9.500000000000000000e+01, 2.960734864953901385e-04
9.600000000000000000e+01, 1.447536859917884539e-04
9.700000000000000000e+01, 1.702230351486260342e-04
9.800000000000000000e+01, 1.902601990491794670e-04
